,Unnamed: 0,OID_,AREA,NODE_ID,TYPE,Mar_2022_Mean,Apr_2022_Mean,May_2022_Mean,Jun_2022_Mean,Jul_2022_Mean,Aug_2022_Mean,Sep_2022_Mean,Mar_2022_Median,Apr_2022_Median,May_2022_Median,Jun_2022_Median,Jul_2022_Median,Aug_2022_Median,Sep_2022_Median,Mar_2022_sd,Apr_2022_sd,May_2022_sd,Jun_2022_sd,Jul_2022_sd,Aug_2022_sd,Sep_2022_sd,Jan_2022_Mean,Feb_2022_Mean,Jan_2022_Median,Feb_2022_Median,Jan_2022_sd,Feb_2022_sd,Jan_2021_Mean,Feb_2021_Mean,Mar_2021_Mean,Apr_2021_Mean,May_2021_Mean,Jun_2021_Mean,Jul_2020_Mean,Jul_2021_Mean,Aug_2020_Mean,Aug_2021_Mean,Sep_2020_Mean,Sep_2021_Mean,Oct_2020_Mean,Oct_2021_Mean,Nov_2020_Mean,Nov_2021_Mean,Dec_2020_Mean,Dec_2021_Mean,Jan_2021_Median,Feb_2021_Median,Mar_2021_Median,Apr_2021_Median,May_2021_Median,Jun_2021_Median,Jul_2020_Median,Jul_2021_Median,Aug_2020_Median,Aug_2021_Median,Sep_2020_Median,Sep_2021_Median,Oct_2020_Median,Oct_2021_Median,Nov_2020_Median,Nov_2021_Median,Dec_2020_Median,Dec_2021_Median,Jan_2021_sd,Feb_2021_sd,Mar_2021_sd,Apr_2021_sd,May_2021_sd,Jun_2021_sd,Jul_2020_sd,Jul_2021_sd,Aug_2020_sd,Aug_2021_sd,Sep_2020_sd,Sep_2021_sd,Oct_2020_sd,Oct_2021_sd,Nov_2020_sd,Nov_2021_sd,Dec_2020_sd,Dec_2021_sd,Jan_2020_Mean,Jul_2019_Mean,Aug_2019_Mean,Sep_2019_Mean,Oct_2019_Mean,Nov_2019_Mean,Dec_2019_Mean,Jan_2020_Median,Jul_2019_Median,Aug_2019_Median,Sep_2019_Median,Oct_2019_Median,Nov_2019_Median,Dec_2019_Median,Jan_2020_sd,Jul_2019_sd,Aug_2019_sd,Sep_2019_sd,Oct_2019_sd,Nov_2019_sd,Dec_2019_sd,Feb_2020_Mean,Mar_2020_Mean,Apr_2020_Mean,May_2020_Mean,Jun_2020_Mean,Feb_2020_Median,Mar_2020_Median,Apr_2020_Median,May_2020_Median,Jun_2020_Median,Feb_2020_sd,Mar_2020_sd,Apr_2020_sd,May_2020_sd,Jun_2020_sd
1186,1186,1186,CA,LOSGATS_6_N002,LOAD,48.70934866187051,69.47814737068965,77.85556625000001,87.14217981321839,80.57801608333334,103.75334605555555,128.5857740544872,49.5219,68.81447,78.01131000000001,78.11474000000001,76.310405,91.246065,89.15303,22.468418112489054,27.91931742764748,30.008956595832316,53.57108249882789,23.67535311155975,36.20931791490316,154.36778053705785,56.66822786111111,51.59443625,53.56812,50.09473,16.10971882035679,19.48634864147987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,1187,1187,CA,LOSGATS_6_N201,LOAD,48.70934866187051,69.47814737068965,77.85556625000001,87.14217981321839,80.57801608333334,103.75334605555555,128.5857740544872,49.5219,68.81447,78.01131000000001,78.11474000000001,76.310405,91.246065,89.15303,22.468418112489054,27.91931742764748,30.008956595832316,53.57108249882789,23.67535311155975,36.20931791490316,154.36778053705785,56.66822786111111,51.59443625,53.56812,50.09473,16.10971882035679,19.48634864147987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,1188,1188,CA,LOSOSTS_6_N001,LOAD,47.11757536690647,58.58261152298851,62.33060780555556,71.44539408045976,74.1067587361111,99.55144498611112,120.94572982371795,48.79174,64.28058,70.00859,73.36409499999999,73.582145,92.33757,88.019035,22.320881885454902,34.586033954269176,35.59625385399403,30.26577988834956,25.624484546198516,30.224389923506784,143.02531185015144,52.92317611111112,48.43553840773809,51.247185,48.84991,15.564368554045831,18.90285538612933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1189,1189,CA,LOVELAND_6_N001,LOAD,38.11630250359712,44.04308688218391,62.07836731944444,67.2381533045977,71.73326731944445,97.18108230555556,105.28121482371796,44.59663,55.936045,70.05351999999999,68.00091,68.6521,86.34909999999999,75.074365,25.327381502252717,42.754717567590205,37.48330543240309,34.72771328540093,32.95674030303489,47.47067121881769,176.8858979689503,53.10038836111112,43.90944668154762,51.409465,45.882585,17.1363048440282,23.965741983842733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,1190,1190,CA,LOWGAP_7_N001,LOAD,45.93917630215827,65.97565882183908,69.19771863888889,71.84563791666667,72.36647840277777,97.82865865277778,122.12644972756412,47.33879,65.50316,72.880335,70.01301000000001,69.403535,88.870725,84.96169499999999,19.812856564976958,31.028832156488896,28.042392542156904,39.80325600679875,24.085781574838023,29.449937261528262,150.6929212462939,49.68860186111111,47.48752375,50.19394,47.60812,83.57497013182729,19.84041530712338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1191,1191,CA,LOWGAP_7_N002,GEN,45.93917630215827,65.97565882183908,69.19771863888889,71.84563791666667,72.36647840277777,97.82865865277778,122.12644972756412,47.33879,65.50316,72.880335,70.01301000000001,69.403535,88.870725,84.96169499999999,19.812856564976958,31.028832156488896,28.042392542156904,39.80325600679875,24.085781574838023,29.449937261528262,150.6929212462939,49.68860186111111,47.48752375,50.19394,47.60812,83.57497013182729,19.84041530712338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1192,1192,NV,LOYALTON_GNODEIT,GEN,45.14909847482014,62.96805757183908,64.27129593055555,73.8191008045977,73.23257619444445,102.9081498888889,125.68174302884614,47.19512,64.15249,68.496925,72.11442,68.87948,89.993815,86.354505,21.537226194299947,30.855300166293564,31.0332279852914,30.46378377388477,26.425633799671733,38.77056178122344,154.86736119108843,50.52878068055556,43.8028999404762,48.479015,45.152315,15.58759019055751,20.100550012561577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1193,1193,NV,LOYALTON_LNODESS,LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1194,1194,NV,LOYALTON_LNODETY,LOAD,45.14909847482014,62.96805757183908,64.27129593055555,73.8191008045977,73.23257619444445,102.9081498888889,125.68174302884614,47.19512,64.15249,68.496925,72.11442,68.87948,89.993815,86.354505,21.537226194299947,30.855300166293564,31.0332279852914,30.46378377388477,26.425633799671733,38.77056178122344,154.86736119108843,50.52878068055556,43.8028999404762,48.479015,45.152315,15.58759019055751,20.100550012561577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,1195,1195,CA,LOYOLA_6_N001,LOAD,48.22364620143885,68.85990873563219,77.30046386111111,86.48541748563218,79.99443088888889,102.86841195833333,127.70562895833334,48.8596,68.241435,77.4736,77.74013500000001,75.52923,90.50789,88.73878500000001,22.23355843689716,27.62553806332956,29.822296442745436,53.37951999217723,23.63445246489793,35.96200616663168,153.50595310963828,55.51550163888889,50.76329337797618,52.520345,49.542405,15.60818471606266,18.57021128295548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,1196,1196,CA,LOYOLA_6_N004,LOAD,48.22364620143885,68.85990873563219,77.30046386111111,86.48541748563218,79.99443088888889,102.86841195833333,127.70562895833334,48.8596,68.241435,77.4736,77.74013500000001,75.52923,90.50789,88.73878500000001,22.23355843689716,27.62553806332956,29.822296442745436,53.37951999217723,23.63445246489793,35.96200616663168,153.50595310963828,55.51550163888889,50.76329337797618,52.520345,49.542405,15.60818471606266,18.57021128295548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,1197,1197,CA,LPFLKBD_6_N001,LOAD,49.66442454676259,66.81114360632183,73.88393281944444,74.66959623563218,74.66161320833334,98.32726998611112,108.90703668269232,50.08505,66.27127,75.87184500000001,72.46533500000001,71.544715,90.66167,81.468885,21.35237425297217,29.419458278012343,28.3222858124452,27.92421024955415,27.072408821480806,28.025815913501702,106.08981356056374,54.57726097222222,48.83941593749999,51.61865,49.20584,16.95882185818236,19.16222298543205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,1198,1198,CA,LPSAMOA_7_N002,GEN,49.80074411510792,66.92014419540229,73.91733972222222,74.82041870689656,74.52717620833333,98.4121252638889,109.40156634615384,50.30368,66.44647,75.826515,72.4905,71.47133,90.35457,81.85841500000001,21.46160088320259,29.603067406876885,28.41227678165232,28.06454571767305,27.102787182602075,28.1477958982166,106.56550795916748,54.72098986111111,48.95085063988096,51.755225,49.332335,17.070356885029142,19.259917087242066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,1199,1199,CA,LSGLLNS_1_N001,LOAD,48.664423669064746,68.23651754310345,75.15704866666667,82.12669136494253,74.13653416666668,99.94879906944443,126.09123049679488,48.8569,67.50847,74.485455,76.41785,70.110195,88.57206,87.35001,20.576159182324638,27.71650140660214,35.13825945833801,39.41269690316577,24.3130531124206,35.09689458411485,152.730926365249,54.60969711111111,49.174845342261904,51.784335,48.55607,15.93514553849944,19.19474238741359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,1200,1200,CA,LSGLLNS_1_N002,LOAD,48.664423669064746,68.23651754310345,75.15704866666667,82.12669136494253,74.13653416666668,99.94879906944443,126.09123049679488,48.8569,67.50847,74.485455,76.41785,70.110195,88.57206,87.35001,20.576159182324638,27.71650140660214,35.13825945833801,39.41269690316577,24.3130531124206,35.09689458411485,152.730926365249,54.60969711111111,49.174845342261904,51.784335,48.55607,15.93514553849944,19.19474238741359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,1201,1201,CA,LSGLLNS_1_N003,LOAD,48.664423669064746,68.23651754310345,75.15704866666667,82.12669136494253,74.13653416666668,99.94879906944443,126.09123049679488,48.8569,67.50847,74.485455,76.41785,70.110195,88.57206,87.35001,20.576159182324638,27.71650140660214,35.13825945833801,39.41269690316577,24.3130531124206,35.09689458411485,152.730926365249,54.60969711111111,49.174845342261904,51.784335,48.55607,15.93514553849944,19.19474238741359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,1202,1202,CA,LSPSTAS_2_N001,LOAD,48.83122703597122,67.70921005747127,73.33814611111112,80.18224817528736,75.51167826388888,99.68898718055556,125.49558751602564,48.81017,67.671385,74.87156999999999,76.97318,71.77176,89.01093,87.452085,20.23188071205136,27.329687010815505,27.35147600751703,30.93463637755634,24.017500056750112,32.67299887994073,149.36738451078537,54.63806261111111,49.37982355654762,51.87724,48.837095000000005,15.62146726094443,19.22325515826216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,1203,1203,CA,LSPSTAS_2_N002,LOAD,48.83122703597122,67.70921005747127,73.33814611111112,80.18224817528736,75.51167826388888,99.68898718055556,125.49558751602564,48.81017,67.671385,74.87156999999999,76.97318,71.77176,89.01093,87.452085,20.23188071205136,27.329687010815505,27.35147600751703,30.93463637755634,24.017500056750112,32.67299887994073,149.36738451078537,54.62242863888889,49.37982355654762,51.87724,48.837095000000005,15.644684507422468,19.22325515826216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,1204,1204,CA,LSPSTAS_2_N010,LOAD,48.83122703597122,67.70921005747127,73.33814611111112,80.18224817528736,75.51167826388888,99.68898718055556,125.49558751602564,48.81017,67.671385,74.87156999999999,76.97318,71.77176,89.01093,87.452085,20.23188071205136,27.329687010815505,27.35147600751703,30.93463637755634,24.017500056750112,32.67299887994073,149.36738451078537,54.64458036111111,49.37982355654762,51.87724,48.837095000000005,15.616019178418238,19.22325515826216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,1205,1205,CA,LSPSTAS_2_N011,LOAD,48.83122703597122,67.70921005747127,73.33814611111112,80.18224817528736,75.51167826388888,99.68898718055556,125.49558751602564,48.81017,67.671385,74.87156999999999,76.97318,71.77176,89.01093,87.452085,20.23188071205136,27.329687010815505,27.35147600751703,30.93463637755634,24.017500056750112,32.67299887994073,149.36738451078537,54.62242863888889,49.37982355654762,51.87724,48.837095000000005,15.644684507422468,19.22325515826216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,1206,1206,CA,LSTHLLS_6_N001,LOAD,41.46432404316547,56.25598635057471,57.38017748611111,69.41156666666667,74.5846949861111,100.03085854166667,120.89165634615384,45.92566,62.79945,67.912745,72.109895,74.553335,94.1639,87.81975,24.810042995863192,35.14714797365952,38.933933341144645,31.636575565229577,28.44102590210122,32.957748993593,151.82015180228692,51.831791888888894,42.11154132440476,50.453885,45.85726,16.28650734502155,25.12467655752973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,1207,1207,CA,LUCERNE_1_N001,LOAD,47.5995550647482,65.78625320402298,77.31228394444445,71.30751070402299,71.66583722222222,103.90515218055556,133.12047818910256,47.7116,65.10298,73.210415,60.467855,67.77305000000001,88.1911,81.17985,20.97722813567689,28.16196139704232,54.88136104672076,68.18447482071824,29.82949354912674,50.94083875870545,213.2505745267036,55.22255229166667,48.46358793154762,52.20365,47.96916,16.585911278909432,19.53031163491759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,1208,1208,CA,LUCERNE_1_N004,LOAD,47.5995550647482,65.78625320402298,77.31228394444445,71.30751070402299,71.66583722222222,103.90515218055556,133.12047818910256,47.7116,65.10298,73.210415,60.467855,67.77305000000001,88.1911,81.17985,20.97722813567689,28.16196139704232,54.88136104672076,68.18447482071824,29.82949354912674,50.94083875870545,213.2505745267036,55.22255229166667,48.46358793154762,52.20365,47.96916,16.585911278909432,19.53031163491759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,1209,1209,PACW,LUCERNE_LNODELD,LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,1210,1210,CA,LUIS#3_1_N001,LOAD,46.76399598561152,52.48460340517241,51.60369133333334,66.85376425287357,72.59446126388889,99.54876409722222,119.89107685897436,49.61047,63.10662,68.62709000000001,71.27497,73.637395,94.2817,89.14846,23.335098615024485,40.239591521988686,46.31147579717112,32.23189230097232,30.39933713639207,32.171879726121404,147.32184991266442,52.81525911111111,48.57838577380952,51.275,49.69592,15.521870793848452,20.243493995916957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,1211,1211,CA,LUIS#5_1_N001,LOAD,46.76204094964029,52.48127942528736,51.59761751388889,67.0531639367816,72.58846781944445,99.54407154166668,119.88394565705129,49.61047,63.10662,68.62363500000001,71.27497,73.637395,94.2817,89.14846,23.333550609663224,40.23620953013943,46.3059670849583,32.84887674064588,30.395250061133044,32.16693036332473,147.30336143917992,52.813425833333326,48.576706622023806,51.275,49.69592,15.520416570633612,20.242288923123308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,1212,1212,CA,LUZ8G_7_B1,GEN,42.06584953956835,57.96769492816093,59.80161340277778,68.70688637931035,73.78104894444444,104.29363695833332,125.47057219551284,45.21425,61.65032,66.79504,67.701865,68.52541500000001,89.22364999999999,85.90442,22.499538705859184,32.94509330253605,33.42960486717953,30.71907778585689,30.390178684067774,43.377402846047104,155.60207183764362,51.57182022222222,43.56752410714286,49.973005,45.55009,16.801907512276628,23.18443051517341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,1213,1213,CA,LUZ9G_7_B1,GEN,42.06566820143885,57.9667436637931,59.79971369444444,68.70347662356322,73.77873326388888,104.29095504166668,125.4685534455128,45.21425,61.65032,66.79504,67.68211,68.52541500000001,89.22364999999999,85.90442,22.49962255792567,32.945743007731686,33.43071800442465,30.719263324005635,30.39034391581692,43.37729808562391,155.6015936139667,51.57186655555556,43.56752513392857,49.973005,45.55009,16.80181922457676,23.184463993542423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1214,1214,CA,LYOTH-SP_6_N001,LOAD,47.53685376978417,68.21974058908046,71.61693631944445,78.63964106321839,73.89021068055555,98.75932080555556,126.12815171474358,48.07775,68.32968,73.99275,76.48249999999999,71.627555,88.85263,89.6232,20.71270852739121,27.88496720124685,29.576605401080872,30.04672478059708,24.63081523874106,32.61482241545116,149.2401146139102,54.29519272222223,48.593163571428576,51.96892,48.68957,15.58148717894888,19.419553369416057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,1215,1215,CA,LYTNVLLE_6_N001,LOAD,52.32902179856115,69.89129260057472,84.28032991666667,65.6256816091954,76.38698688888888,108.16513518055557,136.29003661858974,51.47549,69.684075,78.007975,60.647985,71.360535,93.452825,86.22434,22.933736521205372,31.47293185501348,54.36920150291576,53.06314839002204,46.01620327699229,44.88015581382161,198.20585226903503,59.31365804166666,52.10991044642857,55.962745,50.61807,18.77413537409656,21.477707908595665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,1216,1216,CA,MABURY_1_N001,LOAD,50.50765405755396,69.7585611637931,77.80370891666666,95.32817530172414,79.9358337638889,104.782160875,142.72036931089744,50.08036,69.06113,77.842555,78.72634,75.660065,91.193495,90.32186,19.85639402995965,28.090552989140384,31.113808997013884,75.7772120848382,23.827009274225045,37.96902480106558,210.59432507499525,55.92025180555555,51.034384360119056,52.95168,49.77999,15.766510822022198,18.78118487897503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,1217,1217,CA,MABURY_6_N001,LOAD,50.73011007194245,67.51560853448275,79.83502359722222,88.43250873563218,80.6727031111111,105.1118468611111,137.16062939102565,50.14416,67.42697,78.70669000000001,79.150655,76.228205,92.420515,91.89787,19.68615436817841,31.395594973436125,37.29716453109173,49.33801622751543,23.627273236047525,35.7235718860456,162.1448367010487,56.12917929166667,51.13101614583333,53.286265,49.818830000000005,15.871737015955643,18.63783706748204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1218,1218,PACW,MACDOEL_LNODE20,LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,1219,1219,PACW,MACDOEL_LNODE45,LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,1220,1220,CA,MADERAG_7_B2,GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,1221,CA,MADISON_1_N002,LOAD,46.77414117985612,66.44554933908046,70.46877479166666,76.26225234195402,72.53176497222222,97.88289968055555,122.67548801282052,47.30749,66.873745,72.9079,74.20901,68.939665,87.054915,86.11343,20.409373468662626,27.43961943925172,28.007464313712426,29.229489472214755,24.87938734220385,32.56328067162598,146.8674721804305,53.45589459722222,47.9359321875,51.058275,47.958925,15.436199572790974,19.152784119122845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1222,1222,CA,MADISON_1_N201,LOAD,46.77414117985612,66.44554933908046,70.46877479166666,76.26225234195402,72.53176497222222,97.88289968055555,122.67548801282052,47.30749,66.873745,72.9079,74.20901,68.939665,87.054915,86.11343,20.409373468662626,27.43961943925172,28.007464313712426,29.229489472214755,24.87938734220385,32.56328067162598,146.8674721804305,53.45589459722222,47.9359321875,51.058275,47.958925,15.436199572790974,19.152784119122845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,1223,1223,CA,MAGUNDEN_1_N002,LOAD,42.14679119424461,57.50601346264368,62.86577018055555,119.49381002873562,93.26811679166666,110.65244922222222,162.52699346153847,45.80665,62.74121,67.96434500000001,76.01696,78.64215,94.2606,87.93052499999999,23.65755941547958,33.80683360260284,49.90018368017726,133.41296947245988,53.42710567905079,49.34471253649243,255.30457901378,51.611028111111104,43.01432479166667,50.10064,45.856660000000005,16.834251629474657,23.83803821683658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1224,1224,CA,MAINE-PR_6_N001,LOAD,46.83539048920864,66.53003340517242,70.66398745833334,76.55710727011494,72.77245886111112,98.214943,123.39964716346157,47.37576,66.94158999999999,73.059495,74.416415,69.157585,87.41497,86.453015,20.43995742401349,27.487503690390387,28.14095256113393,29.40517548477735,24.997065247986697,32.72731830546207,147.55273681668848,53.51912348611111,47.98389380952381,51.10463,48.000445,15.45251781027345,19.17311665295242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,1225,1225,CA,MALAGA_1_N001,LOAD,46.048626920863306,56.89560543103448,58.34855679166667,73.0522663362069,82.118319875,106.418660375,127.54969221153846,48.81133,65.133465,71.27836500000001,76.529485,80.6437,102.10815,90.957625,23.718143815556328,38.50388426064688,43.70893322754799,33.6722583003151,36.23720383151912,36.46111711366536,159.68305206924745,54.83436925,47.616132455357146,53.10631,48.834825,16.59856075785407,21.89256702869892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1226,1226,CA,MALAGA_1_N004,LOAD,46.048626920863306,56.89560543103448,58.34855679166667,73.0522663362069,82.118319875,106.418660375,127.54969221153846,48.81133,65.133465,71.27836500000001,76.529485,80.6437,102.10815,90.957625,23.718143815556328,38.50388426064688,43.70893322754799,33.6722583003151,36.23720383151912,36.46111711366536,159.68305206924745,54.83476125000001,47.616132455357146,53.10631,48.834825,16.59846124616236,21.89256702869892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,1227,1227,CA,MALAGA_1_N005,LOAD,46.048626920863306,56.89560543103448,58.34855679166667,73.0522663362069,82.118319875,106.418660375,127.54969221153846,48.81133,65.133465,71.27836500000001,76.529485,80.6437,102.10815,90.957625,23.718143815556328,38.50388426064688,43.70893322754799,33.6722583003151,36.23720383151912,36.46111711366536,159.68305206924745,54.83476769444445,47.616132455357146,53.10631,48.834825,16.59845882400707,21.89256702869892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1228,1228,CA,MALAGA_1_N206,LOAD,46.048626920863306,56.89560543103448,58.34855679166667,73.0522663362069,82.118319875,106.418660375,127.54969221153846,48.81133,65.133465,71.27836500000001,76.529485,80.6437,102.10815,90.957625,23.718143815556328,38.50388426064688,43.70893322754799,33.6722583003151,36.23720383151912,36.46111711366536,159.68305206924745,54.83436925,47.616132455357146,53.10631,48.834825,16.59856075785407,21.89256702869892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
